TimeStamp;Station.Number;Discrete.Chlorophyll;Salinity;Temperature
1978;9;8.7;19.7;19.6
1978;9;;19.9;19.7
1978;9;;17.21;18.1
1978;9;;14.93;18.5
1978;9;;12.37;18.8
1978;9;3.6;12.11;18.8
1978;9;;11.67;18.9
1978;9;;3.4;17.2
1978;9;;2.3;17.3
1978;9;5.1;2;17.5
1978;9;;1.8;17.8
1978;9;;0.4;13.1
1978;9;;0.3;13.1
1978;9;;0.3;13.3
1978;9;;0.4;13.6
1978;9;;0.5;13.4
1978;9;;21.9;14.8
1978;9;;22.4;11.1
1978;9;;13.38;20.1
1978;9;;19.9;19.1
1978;9;;13.81;20.1
1978;9;;21.2;14.9
1978;9;2.2;20.4;15
1978;9;;15.6;15.5
1978;9;;16.62;18.2
1978;9;;16.17;18.2
1978;9;4.2;14.98;18.4
1978;9;19.7;13.6;20.1
1978;9;;10.3;19.6
1978;9;;10.3;19.6
1978;9;8.9;10.3;19.6
1978;9;;13.73;18.5
1978;9;6.8;14.7;19.7
1978;9;;22.5;11.1
1978;9;11.1;12.7;21.3
1978;9;1.6;22.5;11.3
1978;9;;22.5;11.3
1978;9;;22.4;11.3
1978;9;;16.5;19.8
1978;9;;10.2;19.6
1978;9;;14.8;20
1979;10;;14.4;19.6
1979;10;;21.6;15.1
1979;10;;10;15.6
1979;10;;11.2;10
1979;10;;3.5;11.4
1979;10;;4.4;8.9
1979;10;;13.1;19.6
1979;10;;13.3;12.4
1979;10;;3.6;14.6
1979;10;;17.8;19.6
1979;10;;18.6;21.2
1979;10;;19.6;
1979;11;;7.8;9
1979;11;;21.7;15
1979;11;;7.7;14.4
1979;11;;17.5;18.8
1979;11;;21.5;21.4
1979;11;;12.5;15.6
1979;11;;16.4;19.6
1979;11;;21.8;19
1979;11;;15.7;12.5
1979;11;;18.2;19.6
1979;11;;13.8;10.9
1979;11;;7.9;11.2
1979;12;;8.5;11.5
1979;12;;25.6;20.9
1979;12;;20.1;11.3
1979;12;1.7;13;11.3
1979;12;;19;20.1
1979;12;;26.5;18.7
1979;12;;17.9;10.5
1979;12;;17.5;10.4
1979;12;2;15.8;10.4
1979;12;;15.7;10.4
1979;12;;18;12.7
1979;12;;25.9;20.6
1979;12;;6.3;14.3
1979;12;;25.2;20.9
1979;12;;17.3;13.7
1979;12;;23;19.4
1979;12;3.2;22;20.2
1979;12;;20.3;20.9
1979;12;2.1;20;19.5
1979;12;;23.6;17.2
1979;12;;23.3;17.3
1979;12;14.8;18.2;19.4
1979;12;;18.6;19.5
1979;12;;23.7;19.1
1979;12;1.1;18.6;12.6
1979;12;;21;15
1979;12;0.9;25.5;15
1979;12;;25.8;14.9
1979;12;;25.8;15
1979;12;;15.9;16
1979;12;;18.6;15.5
1979;12;4.3;17.4;15.7
1979;12;3.8;12.1;14.1
1979;12;;20.8;12.6
1979;12;;25.9;18.8
1979;12;;25;18.9
1979;12;;20.2;9.3
1979;12;;16.7;9.2
1979;12;1.9;12.7;9.1
1979;12;;8.9;9.1
1979;13;;25.9;18.7
1979;13;;19.2;19.6
1979;13;;12.7;9
1979;13;;9.4;12
1979;13;;21.4;15.1
1979;13;;19.8;10.5
1979;13;;28.2;19.9
1979;13;;8.3;15.3
1979;13;;24.4;19.2
1979;13;;23.8;12.8
1979;13;;24.7;15.2
1979;13;;27.4;18.5
1979;14;;23.2;14.8
1979;14;;26.6;18.4
1979;14;;25.5;15.1
1979;14;;28.8;19.4
1979;14;;18;9.1
1979;14;;25.1;12.9
1979;14;;10.3;11.8
1979;14;0.7;28;18.3
1979;14;;20.1;10.6
1979;14;;25.2;19.2
1979;14;;11.8;14.4
1979;14;;20.1;18.4
1979;15;;29.1;17.2
1979;15;;29.5;16.9
1979;15;2.5;28.9;17.3
1979;15;;28.7;17.5
1979;15;;25.7;16.4
1979;15;;24;17.3
1979;15;3.4;21.4;19.2
1979;15;;29.5;16.9
1979;15;;25.5;15
1979;15;;24.5;15.2
1979;15;;9.9;14.6
1979;15;5.5;10.9;14.3
1979;15;;12.7;14.1
1979;15;;15.9;13.8
1979;15;;11.1;12.5
1979;15;;8.7;12.6
1979;15;2.6;7.9;12.4
1979;15;;6.3;12.6
1979;15;;28.3;12.9
1979;15;;20.7;20
1979;15;;28.2;12.9
1979;15;;26.3;12.9
1979;15;;25.8;15
1979;15;1.2;24.5;15.2
1979;15;;24;14.5
1979;15;2.7;24;14.2
1979;15;;25.5;14.2
1979;15;;25.9;14.3
1979;15;;27;14
1979;15;;26;19
1979;15;1.1;27.8;12.9
1979;15;1.3;26.4;18.9
1979;15;;28.6;13
1979;15;;24.4;10.8
1979;15;;25.2;9.7
1979;15;;23.1;9.4
1979;15;;20.4;9.3
1979;15;;27.7;18.8
1979;15;2.7;28.2;18.3
1979;15;;28.8;18.1
1979;15;;30;17.6
1979;15;;30.4;17.5
1979;15;;30.5;18.3
1979;15;;30.3;18.6
1979;15;;29.5;19
1979;15;2.3;29.4;19.1
1979;15;;18.6;9.2
1979;15;;29.4;19.5
1979;15;;23.3;10.8
1979;15;2.6;22.3;10.8
1979;15;;28.5;17.8
1979;15;;21.5;10.9
1979;15;;28.1;18
1979;15;;27.6;18.2
1979;16;;26.8;15
1979;16;;29.5;18.5
1979;16;;27.4;13.8
1979;16;;24.5;10.9
1979;16;;29.3;17.5
1979;16;;31.5;17.3
1979;16;;13.5;14.2
1979;16;;25.7;16.8
1979;16;;23;10
1979;16;;30.6;15.4
1979;16;;7.8;11.4
1979;17;;30.9;15.7
1979;17;;31.2;15.1
1979;17;;30.8;16.8
1979;17;;30.7;12.8
1979;17;;27;15
1979;17;1.5;27.3;14.8
1979;17;;27.5;14.8
1979;17;;27.7;14.7
1979;17;;25.3;13
1979;17;;21.7;13.3
1979;17;2.4;14.4;14.3
1979;17;;14.8;14.4
1979;17;;31.6;14.4
1979;17;;30.8;12.8
1979;17;;31.6;14.4
1979;17;;30.2;17.7
1979;17;4.6;31.9;17.1
1979;17;;32.5;15.9
1979;17;;29.2;14.9
1979;17;;27.1;15.9
1979;17;;25.4;17.1
1979;17;3.2;24.2;18
1979;17;;24;18.1
1979;17;;31.4;16.4
1979;17;;31.5;16.4
1979;17;;31.6;16.3
1979;17;;31.4;16.9
1979;17;;31.4;17
1979;17;;31.2;17.4
1979;17;;27.5;10.1
1979;17;;24.3;12.9
1979;17;1.2;29.2;12.8
1979;17;;30.1;12.9
1979;17;;30.1;13.1
1979;17;;29.9;13.2
1979;17;2.7;29.1;13.8
1979;17;;28.6;14.3
1979;17;;31.8;17.1
1979;17;2.3;31.2;16.5
1979;17;;32.2;16.3
1979;17;;32.4;16
1979;17;10.6;30.7;17.9
1979;17;5.5;30.9;15.5
1979;17;0.9;28.9;10.2
1979;17;;28.8;11
1979;17;;29;11
1979;17;;20.5;11.4
1979;17;;13.1;11.5
1979;17;;29.6;10.5
1979;17;2.1;12.1;11.6
1979;17;;29.6;10.4
1979;17;;25.8;11
1979;17;2;27.3;10.9
1979;17;;12.2;11.7
1979;18;;30.6;17.5
1979;2;;2.4;20.2
1979;2;;2;21.1
1979;2;;1.3;19.8
1979;2;;0.2;20.3
1979;20;;28.4;10.4
1979;20;;15.1;11.7
1979;20;;31.7;17.6
1979;20;;27.9;11.1
1979;20;;31.2;17.6
1979;20;;24.1;14
1979;20;;28.3;14.3
1979;20;;29.5;15.3
1979;20;;28.7;16.2
1979;20;;30.7;15.7
1979;20;;30.1;13
1979;20;;32.1;16
1979;21;;28.1;14.5
1979;21;;28;14.5
1979;21;;28;14.8
1979;21;2.5;28;14.9
1979;21;;28;14.8
1979;21;;30.1;10.5
1979;21;;30.1;10.5
1979;21;;29.9;10.4
1979;21;1.5;28.4;10.1
1979;21;;28.1;16.9
1979;21;;21.9;11.5
1979;21;;29.6;19.3
1979;21;;30;17.4
1979;21;4.4;30;17.4
1979;21;;30.3;16.1
1979;21;;30.7;15.6
1979;21;;27.9;17.1
1979;21;;27.9;18
1979;21;9.3;27.9;18
1979;21;;27.7;18
1979;21;;29.6;15.3
1979;21;;28;10.1
1979;21;1.5;29.5;15.3
1979;21;;29.6;15.3
1979;21;;16.7;12.5
1979;21;2.6;17.4;12
1979;21;;19.3;11.7
1979;21;;20.8;11.5
1979;21;;31.4;17.1
1979;21;;31.2;18.7
1979;21;3.1;31.5;18.6
1979;21;;31.5;18.3
1979;21;;29.5;15.4
1979;21;;31.4;17.1
1979;21;;31.5;18.2
1979;21;;27.9;11
1979;21;;25.3;13.2
1979;21;;25.4;13.2
1979;21;;31.1;17.7
1979;21;;29;10.9
1979;21;2.1;21.5;13.7
1979;21;;31.1;17.7
1979;21;;31.1;17.8
1979;21;1.9;31.1;18
1979;21;;20.7;13.9
1979;21;;31.1;18.2
1979;21;;30.7;12.9
1979;21;;31.3;17.2
1979;21;;31;12.9
1979;21;2.1;31.4;17.3
1979;21;;24;13.6
1979;21;;29.5;12.9
1979;21;;29.4;13.1
1979;21;1.8;27.7;11
1979;21;;27.8;11
1979;21;;30.1;12.9
1979;22;;31.2;18.5
1979;22;;31.6;19.4
1979;22;;29.6;13.1
1979;22;;27.9;14.9
1979;22;;29.5;15.6
1979;22;;28;18
1979;22;;24.8;11.1
1979;22;;30.1;16.8
1979;22;;17.6;12.5
1979;22;;30.9;18
1979;22;;28.8;10.4
1979;22;;22.5;14.2
1979;23;;27.6;15.2
1979;23;;31.2;18.6
1979;23;;26.8;11.1
1979;23;;31.5;19.6
1979;23;;20.8;11.8
1979;23;;28;19.1
1979;23;;28.6;10.3
1979;23;;29.8;15.8
1979;23;;29.8;13.1
1979;23;;28.8;19.5
1979;23;;30.1;17.2
1979;23;;30.5;19.7
1979;23;;23.4;14.3
1979;24;;27.9;19.1
1979;24;7.2;27.9;19.1
1979;24;;27.9;19.1
1979;24;;28;19.1
1979;24;1.6;32.2;19.6
1979;24;;19.1;11.7
1979;24;3.3;20.4;11.7
1979;24;;24;13.6
1979;24;;30.1;17.6
1979;24;2.5;24;14
1979;24;;24;14.1
1979;24;;32.2;19.5
1979;24;;28.7;10
1979;24;;28.6;10
1979;24;1.4;28.6;10
1979;24;;28.4;10.1
1979;24;;21.4;11.7
1979;24;3.1;30.1;17.4
1979;24;;24;13.6
1979;24;;31.5;19.7
1979;24;;29.3;13.2
1979;24;1.5;30.3;15.8
1979;24;;27.3;15.4
1979;24;2.8;27.3;15.4
1979;24;;27.4;15
1979;24;;27.6;10.9
1979;24;;27.5;10.9
1979;24;2.3;26.9;10.9
1979;24;;27;10.9
1979;24;;30.2;16.9
1979;24;;29.3;13.2
1979;24;;30.3;15.8
1979;24;;29.3;13.2
1979;24;;30.6;18.5
1979;24;;30.2;16.9
1979;24;;30.3;15.8
1979;24;;30.6;18.6
1979;24;;31.4;18.9
1979;24;1.6;31.4;19.1
1979;24;1.9;31.1;20
1979;24;1.9;31.5;20
1979;24;;31.5;19.6
1979;24;;31.4;19.1
1979;24;1.2;30.6;18.6
1979;25;;26.8;15.3
1979;25;;31.5;21.4
1979;25;;23.2;14.4
1979;25;;28.5;10
1979;25;;31.4;20.7
1979;25;;26.7;10.7
1979;25;;31;19.9
1979;25;;29.2;13.2
1979;25;;30.6;19.8
1979;25;;29.7;18.3
1979;25;;30.7;16
1979;25;;27.6;19.6
1979;26;;29.5;18.7
1979;26;;31.4;21.3
1979;26;;30.9;16.1
1979;26;;28.6;9.7
1979;26;;27.1;20.4
1979;26;;30.3;20.1
1979;26;;31.4;21.4
1979;26;;29.9;13.1
1979;26;;21.9;14.4
1979;26;;22.5;11.7
1979;26;;26;15.8
1979;26;;25.9;10.3
1979;26;;31;20
1979;27;3.3;30.1;20.1
1979;27;;30.1;20.1
1979;27;;30.1;20.1
1979;27;1.8;29.2;19.1
1979;27;;31;15.9
1979;27;;29.3;18.9
1979;27;0.9;31;16
1979;27;;31;16
1979;27;;29.2;19.1
1979;27;;29.3;19.2
1979;27;;31.4;21.6
1979;27;;26.8;20.5
1979;27;2.2;31.5;20
1979;27;;30.1;20.1
1979;27;1.8;31.3;21.5
1979;27;;31.3;21.1
1979;27;;31.3;21
1979;27;;30.3;13.1
1979;27;;31.6;19.9
1979;27;1.5;25.6;10
1979;27;;30.3;13.1
1979;27;;30.2;13.2
1979;27;;26;15.5
1979;27;;25.8;15.7
1979;27;2.2;25.8;15.9
1979;27;;25.8;15.9
1979;27;;25.7;10
1979;27;;25.3;10
1979;27;;30.2;13.1
1979;27;5;26.8;20.4
1979;27;;25.6;10
1979;27;;27.3;20
1979;27;;21.4;14.2
1979;27;4.4;21.4;14.1
1979;27;1.3;31.9;21.8
1979;27;;32;22
1979;27;;21.7;13.9
1979;27;;27.1;20.1
1979;27;3;22.6;11.9
1979;27;;22;12.7
1979;27;;22.8;11.8
1979;27;;27.4;9.9
1979;27;2.2;27.3;9.9
1979;27;;28.7;9.4
1979;27;;28.8;9.5
1979;27;;31.5;19.8
1979;27;;31.5;19.8
1979;27;;22.8;11.8
1979;28;;31.5;20
1979;28;;25.5;9.9
1979;28;;21.1;14.2
1979;28;;30.9;16
1979;28;;28.8;9.5
1979;28;;25.4;15.8
1979;28;;28.7;19.6
1979;28;;26.6;20.8
1979;28;;31.3;21.5
1979;28;;22.7;11.8
1979;28;;31.8;22.2
1979;28;;30.3;13.1
1979;28;;30.1;20.1
1979;29;;25.5;10.1
1979;29;;31.4;20
1979;29;;31.1;21.5
1979;29;;32;22.4
1979;29;;30.6;16
1979;29;;20.6;14.3
1979;29;;29.9;20.3
1979;29;;28.1;9.8
1979;29;;28.5;19.6
1979;29;;30.4;13.1
1979;29;;22.8;11.9
1979;29;;26.2;20.8
1979;29;;25.1;16
1979;3;;0.2;20.6
1979;3;;1.3;15.6
1979;3;;2;20.4
1979;3;;1;15.5
1979;3;;0.1;11.1
1979;3;1.9;0.1;11.1
1979;3;;0.2;20.6
1979;3;;0.5;16.4
1979;3;;1.3;9.8
1979;3;;1.2;9.8
1979;3;2.1;0.8;9.6
1979;3;9.8;0.5;16.3
1979;3;;3.6;21.8
1979;3;;3.6;21.8
1979;3;23.5;3.3;21.8
1979;3;;3.2;21.8
1979;3;;0.5;16.3
1979;3;;0.5;16.3
1979;3;;0.1;11
1979;3;;0.1;11.1
1979;3;;0.8;9.6
1979;3;;2.5;20.4
1979;3;4.9;1;16.5
1979;3;13.8;2.1;20.3
1979;3;;0.1;14.4
1979;3;3.2;0.1;14.4
1979;3;;2.3;19.9
1979;3;;1.7;19.9
1979;3;9;1.6;19.8
1979;3;;1.5;19.8
1979;3;;0.1;14.4
1979;3;;0.1;14.4
1979;3;6;0.2;20.6
1979;3;;0.2;20.6
1979;3;;1;15.8
1979;3;;0.2;9.2
1979;3;3;0.1;9.3
1979;3;;0.1;9.3
1979;3;;3;21.1
1979;3;34.3;3.1;21.1
1979;3;;3.2;21
1979;3;;3.3;21
1979;3;;2.4;20.4
1979;3;;0.2;9.2
1979;30;;31;21.9
1979;30;;24.9;20.3
1979;30;;24.7;20.5
1979;30;2.9;24.6;20.8
1979;30;;24.5;21.2
1979;30;2;24.3;16
1979;30;;24.3;16
1979;30;;30.3;13.3
1979;30;;30.3;13.3
1979;30;;20.2;14.2
1979;30;8;19.8;14.2
1979;30;;19.7;14.4
1979;30;;31.2;20
1979;30;;24.7;15.9
1979;30;;25.3;10.2
1979;30;;25.2;10.1
1979;30;;25.2;10.1
1979;30;;30.3;13.3
1979;30;;30.4;13.3
1979;30;;23.7;16.5
1979;30;;31;21.9
1979;30;1.7;25.2;10.2
1979;30;1.5;31;22
1979;30;;29.8;20.3
1979;30;;28.8;9.4
1979;30;;31;22.1
1979;30;;30.6;15.8
1979;30;;28.2;20.2
1979;30;;28.8;9.4
1979;30;1.2;28.6;9.5
1979;30;4.1;29.8;19.7
1979;30;2.1;31.9;22.4
1979;30;;31.9;22.6
1979;30;;22.7;12.2
1979;30;;22.9;11.8
1979;30;;22.7;12.3
1979;30;;29.8;20.3
1979;30;;30.5;15.8
1979;30;1.1;30.4;15.8
1979;30;;30.6;15.9
1979;30;;28.2;20.3
1979;30;1;28.2;20.2
1979;30;;28.2;20.2
1979;30;;28.7;9.6
1979;30;27.7;29.8;20.3
1979;30;;29.8;20.3
1979;30;1.8;22.7;12
1979;30;;20.3;14.3
1979;31;;18.6;14.4
1979;31;;20.9;11.7
1979;31;;28.2;20.1
1979;31;;23.5;16
1979;31;5.5;29.8;19.7
1979;31;;30.8;20.3
1979;31;;29.6;20.4
1979;31;;25;10.4
1979;31;;25.2;21.1
1979;31;;30.1;15.9
1979;31;;27.8;9.7
1979;31;;29.8;13.1
1979;31;;30.7;22.5
1979;32;8.7;18.1;14.3
1979;32;;18.3;14.3
1979;32;;18.5;14.4
1979;32;;17.9;14.5
1979;32;;30.9;20.2
1979;32;;30.9;20.2
1979;32;;29.8;13.2
1979;32;;21.5;11.8
1979;32;;29.6;13.2
1979;32;;29.7;13.2
1979;32;2.3;21.4;11.8
1979;32;;21.2;11.7
1979;32;;29.4;20.3
1979;32;34.2;29.4;20.3
1979;32;;29.4;20.3
1979;32;;24.9;10.6
1979;32;;24.9;10.6
1979;32;3.6;24.8;10.7
1979;32;;24.9;10.7
1979;32;;21.5;11.8
1979;32;0.6;30.8;20.2
1979;32;;29.5;13.2
1979;32;;25.3;21
1979;32;2.9;24.9;21
1979;32;;25.1;21
1979;32;;30;15.7
1979;32;0.9;29.9;15.7
1979;32;;30.1;15.7
1979;32;;30.6;20.6
1979;32;;28.1;20.9
1979;32;1.6;28.1;20.9
1979;32;;28.1;20.6
1979;32;;28.2;20.6
1979;32;4.6;29.7;21.3
1979;32;;26.2;9.9
1979;32;;23.5;16
1979;32;;23.5;16
1979;32;2.4;23.4;16.2
1979;32;;23.3;16.1
1979;32;2.4;30.7;22.6
1979;32;;30.8;22.5
1979;32;1.9;26.3;9.8
1979;32;;28.2;9.6
1979;32;;30.8;22.4
1979;32;;28.4;9.6
1979;32;;30.6;22.6
1979;32;;24.9;21
1979;33;;30.6;22.6
1979;33;;24.4;11
1979;33;;29.9;15.7
1979;33;6.3;29.6;20.9
1979;33;;21;11.7
1979;33;;28.1;20.8
1979;33;;25.3;9.9
1979;33;;22.7;16
1979;33;;29.3;13
1979;33;;17.8;14.8
1979;33;;24.7;21.1
1979;33;;30.7;20.4
1979;34;;29.6;15.8
1979;34;;28.3;12.7
1979;34;;24.7;21.6
1979;34;;23.9;11.4
1979;34;;30;22.9
1979;34;;20.4;11.8
1979;34;;17.2;14.6
1979;34;;30.1;20.4
1979;34;;22;15.7
1979;34;6.3;29.3;21.5
1979;34;;27.6;21.2
1979;34;;26.5;9.9
1979;35;;19.9;12
1979;35;;23.8;21.2
1979;35;;29;15.6
1979;35;4.6;29;21.7
1979;35;;23.6;9.8
1979;35;;27.4;21.3
1979;35;;23.7;11.4
1979;35;;21.4;15.9
1979;35;;29.3;20.5
1979;35;;15.7;14.8
1979;35;;27.2;12.8
1979;35;;29.7;22.9
1979;36;;26.2;21.5
1979;36;;26;21.6
1979;36;;20.6;16.2
1979;36;3.1;26;21.5
1979;36;;23.8;21.2
1979;36;3.1;23.3;21.1
1979;36;;23;21.2
1979;36;;20.6;11.8
1979;36;2.5;19.9;12
1979;36;;20.1;16
1979;36;;19.6;12.1
1979;36;;26.6;12.4
1979;36;;26.9;12.4
1979;36;;26.9;12.3
1979;36;9.6;23.7;11.6
1979;36;;23.7;11.6
1979;36;;23.7;11.5
1979;36;1.7;20.3;16.1
1979;36;;28.9;15.5
1979;36;1.3;28.7;15.5
1979;36;;28;15.3
1979;36;;26.4;9.9
1979;36;2.4;24.6;10
1979;36;;29;20.5
1979;36;1.2;29.2;20.5
1979;36;4.1;28.8;23
1979;36;;29;23
1979;36;;28.6;23
1979;36;3.9;27.8;20.4
1979;36;;14.6;14.8
1979;36;;23.4;10.1
1979;36;8.5;15.4;14.6
1979;36;;29.3;20.4
1979;4;;0.2;9.2
1979;4;;0.4;16.1
1979;4;;2.3;19.8
1979;4;;0.1;11
1979;4;;0.2;20.5
1979;4;;5.2;20.7
1979;4;;4.1;21.9
1979;4;1.4;1.7;12
1979;4;;3;20.3
1979;4;;0.1;14.6
1979;4;;2.1;15.6
1979;4;;1.3;9.5
1979;657;;0;21.2
1979;8;;12.5;20.9
1979;8;;14.6;19.8
1979;8;;10.3;19.9
1979;8;;14.4;19.3
1979;8;;2;11.5
1979;8;;6.4;15.5
1979;8;;1.4;14.6
1979;8;;8.4;12.2
1979;8;;8.8;9.8
1979;8;;2.8;8.9
1979;8;;17.8;15.2
1979;8;;10;19.4
1979;9;2.1;16.7;19.2
1979;9;;11.3;10
1979;9;;10.9;10
1979;9;1.7;10.8;10
1979;9;;10.8;10
1979;9;1.5;10.7;12.2
1979;9;;12.5;12.3
1979;9;;4.6;9
1979;9;;4.5;9
1979;9;;4.3;8.9
1979;9;;4.4;8.9
1979;9;;17.1;19.2
1979;9;;11.2;10
1979;9;;2.9;11.7
1979;9;;10.5;12.4
1979;9;;8.4;11.3
1979;9;;11;20.2
1979;9;17.7;11.2;19.9
1979;9;;11.6;19.9
1979;9;;11.8;19.8
1979;9;;16;19.9
1979;9;2.7;16.4;19.8
1979;9;;17.9;19.6
1979;9;;18.3;19.6
1979;9;;13.9;21
1979;9;8.4;14;21
1979;9;;14.5;21.1
1979;9;;17.3;21.2
1979;9;;17.1;21.2
1979;9;;17.5;19.2
1979;9;;17;19.2
1979;9;;14.3;19.2
1979;9;;13.1;19.2
1979;9;;16.1;21.2
1979;9;1.5;20.1;15
1979;9;;9.3;11.3
1979;9;;19.2;15
1979;9;;3.2;14.4
1979;9;3.9;3.9;14.4
1979;9;;5.4;14.4
1979;9;;5.9;14.3
1979;9;;7;15.8
1979;9;7.1;7.2;15.7
1979;9;1.6;5;11.5
1979;9;;8.9;15.7
1979;9;;20.9;15
1979;9;;21;15
1979;9;7.5;12.8;19.3
1979;9;;7.9;15.7
1979;9;;11.5;19.5
1980;10;;10.2;17.2
1980;10;;13.78;21.3
1980;10;;0.08;12.6
1980;10;;15.6;16.9
1980;10;;9.22;10.4
1980;10;;16.6;18.7
1980;10;;15.95;20.5
1980;10;;0.05;9.3
1980;10;;15.5;18.5
1980;10;;0.07;12.6
1980;10;;15.1;14.7
1980;10;;9.6;18.5
1980;10;;2.3;9.7
1980;10;;6.2;15.4
1980;10;;12;16.5
1980;10;;20.12;10.2
1980;10;;8.8;13.8
1980;10;;16.25;18.1
1980;10;;17.23;15.7
1980;10;;12.26;19.5
1980;10;;9.08;16.7
1980;11;;18.7;16.8
1980;11;;11.24;10.5
1980;11;;16.01;20.9
1980;11;;20.48;19.7
1980;11;;12.4;18.4
1980;11;;18.8;19.9
1980;11;;13.2;14.9
1980;11;;21.62;10.3
1980;11;;15.6;19.2
1980;11;;18.3;15.7
1980;11;;0.14;12.7
1980;11;;12.34;16.7
1980;11;;4.63;10.1
1980;11;;12.34;13.5
1980;11;;18.4;18.3
1980;11;;1.36;9.5
1980;11;;12.92;16.4
1980;11;;18.5;14.5
1980;11;;0.21;12.5
1980;11;;19.53;18.5
1980;11;;13.27;16.9
1980;12;;12.55;10.6
1980;12;;0.44;13.1
1980;12;;2.39;9.6
1980;12;;22.7;15.4
1980;12;;3.73;
1980;12;;22.6;14.5
1980;12;;21.62;16.6
1980;12;;0.52;12.7
1980;12;;7;10.2
1980;12;;25.19;10.6
1980;12;;11.25;13.6
1980;12;;20.51;18.1
1980;12;;14.74;16.4
1980;12;;13.77;16.9
1980;12;;11.8;15.1
1980;12;;16.66;19
1980;12;;20.82;19.6
1980;12;;18.21;20.5
1980;12;;13.09;18.2
1980;12;;12.54;16.6
1980;12;;21.04;18.3
1980;12;;21.1;18.3
1980;13;2.1;26.76;17.2
1980;13;2.9;23.56;17.9
1980;13;11;25.2;14.5
1980;13;;23.5;14.8
1980;13;7.9;21.98;16.6
1980;13;3.3;24.01;18
1980;13;0.7;11.8;10.8
1980;13;4;16.9;16
1980;13;;14.75;11.1
1980;13;1.1;21.47;11.7
1980;13;;24.67;14.5
1980;13;1.3;24.9;14.5
1980;13;0.6;26.08;14.6
1980;13;6.3;23.8;14.9
1980;13;;25.57;17.7
1980;13;10.2;17.2;16.2
1980;13;;18.96;17.2
1980;13;8.7;18.84;17.3
1980;13;;3.27;9.8
1980;13;;23.01;17.8
1980;13;0.6;15.8;11.2
1980;13;;9.36;10.3
1980;13;0.6;5.84;10
1980;13;;5.63;10
1980;13;;15.08;16.2
1980;13;;15.15;16.5
1980;13;;24.21;10.7
1980;13;0.8;17.71;10.7
1980;13;2.4;25.66;17.8
1980;13;0.7;25.29;11.3
1980;13;;23.77;11.2
1980;13;1.1;25.78;10.6
1980;13;;16.09;10.6
1980;13;;27.3;17.3
1980;13;1;26.71;16.4
1980;13;;22.74;19.6
1980;13;;23.81;19.4
1980;13;;22.71;18.1
1980;13;3;23.62;19.4
1980;13;1.3;24.76;10.5
1980;13;;10.3;10.9
1980;13;1.5;25.24;18.8
1980;13;;24.3;13.4
1980;13;6.5;25.67;13.1
1980;13;2.5;17.3;14.5
1980;13;;15;14.8
1980;13;3.8;25.71;11.7
1980;13;;15.42;13.4
1980;13;;23.81;19.4
1980;13;;12.6;13.6
1980;13;;26.46;16.5
1980;13;3;6.16;13.1
1980;13;;4.1;13.1
1980;13;0.8;3.97;13.1
1980;13;;8.14;12.9
1980;13;0.7;9.38;13
1980;13;;17.62;
1980;13;2.5;17.9;
1980;13;;23.16;
1980;13;1.5;23.6;
1980;13;;22.04;18.1
1980;13;3.8;8.19;13.1
1980;13;1.5;25.57;15.2
1980;13;;24.45;15.4
1980;13;;17.65;15.7
1980;13;3.2;24.18;14.6
1980;13;8.1;15.82;16.1
1980;13;;15.5;16.2
1980;13;;24.45;16.5
1980;13;1.7;25.25;16.5
1980;13;;5.47;13.2
1980;13;1.5;25.25;15.3
1980;13;2.8;13.6;13.5
1980;14;;25.5;16.4
1980;14;;18.19;15.7
1980;14;;17.1;14.3
1980;14;;16.22;15.7
1980;14;;24.9;17.9
1980;14;;3.46;12.8
1980;14;;24.85;18
1980;14;;6.41;12.9
1980;14;;21.15;15.4
1980;14;;25.3;15.1
1980;14;;15.5;13.4
1980;14;;9.75;10.4
1980;14;;25.54;14.3
1980;14;;19.53;11.1
1980;14;;19.8;18.3
1980;14;;25.11;17.5
1980;14;;26.79;10.7
1980;14;;23.3;16.4
1980;14;;3.82;9.7
1980;14;;23.98;19.5
1980;14;;24.94;19.1
1980;15;;26.03;13
1980;15;;24.6;13.2
1980;15;;17.3;14.2
1980;15;5.3;16.6;14.2
1980;15;;16.2;14.2
1980;15;1.2;25.84;15
1980;15;;25.72;15
1980;15;;15.38;10.4
1980;15;0.5;6.74;9.9
1980;15;;6.74;9.9
1980;15;;4.74;12.9
1980;15;;6.74;10
1980;15;;9.56;10.3
1980;15;;20.74;10.8
1980;15;;26.4;11.4
1980;15;;27.1;17.4
1980;15;;25.94;10.4
1980;15;;28.71;16.8
1980;15;0.4;17;10.6
1980;15;;28.8;17.4
1980;15;;27.64;13.5
1980;15;;28.45;13.2
1980;15;;23.38;
1980;15;1.5;23.02;
1980;15;;23;
1980;15;;17.48;13.2
1980;15;;22.79;13.3
1980;15;;15.88;13.2
1980;15;;4.55;12.6
1980;15;1;1.8;12.7
1980;15;;1.9;12.6
1980;15;;28.53;16.5
1980;15;;27.21;17
1980;15;2.2;26.69;17.1
1980;15;;29.42;14.5
1980;15;;25.11;19.1
1980;15;2.2;25.07;19.1
1980;15;;26.06;18.5
1980;15;;29.08;14.6
1980;15;;23.04;14.8
1980;15;6;23.1;14.7
1980;15;;24.78;14.5
1980;15;;20.4;15.7
1980;15;;26.51;18.3
1980;15;;24.3;
1980;15;9;20.25;14.9
1980;15;;21.74;15.2
1980;15;;26.74;10.7
